created_at,tweet_text,retweet_count,author,hashtags
Sun Feb 16 15:00:54 +0000 2020,"RT @projsidewalk: Downtown Columbus, OH is now more than 75% complete. Over 200 labelers/validators have contributed 7,317 sidewalk accessi…",2,VejayYadav,
Sun Feb 16 15:00:35 +0000 2020,New government programs hope to solve retirement savings plans accessibility issues affecting nearly 55 million Ame… https://t.co/PegVFp0DfL,0,bird1968,
Sun Feb 16 15:00:26 +0000 2020,"Do you want to be part of an innovative solution benefiting individuals with hearing loss? 

👉🏽Send your resume to… https://t.co/21lzJy8E5B",0,InnoCaption,
Sun Feb 16 15:00:16 +0000 2020,"RT @mikamckinnon: Sigh.

None of the shuttles to #AAASmtg press party are wheelchair accessible.

Volunteers are trying to find accessible…",29,christinep401,AAASmtg
Sun Feb 16 15:00:08 +0000 2020,"RT @CTO_ai: It’s your command line, in Slack. The Ops Platform enables teams to develop and deploy from the terminal and Slack, without hav…",51,fawas_ola,
Sun Feb 16 15:00:05 +0000 2020,"RT @DisabilityInsdr: Blind people in Wales feel like ""second class citizens""  #Disability #Accessibility #Blind  https://t.co/M8XoDVxxGw",6,ASSISTECH_NEWS,Disability Accessibility Blind
Sun Feb 16 15:00:03 +0000 2020,"Microsoft is looking for project proposals that aim to accelerate mental health research, data insights, and innova… https://t.co/7yqcutwx19",0,momi1505,
Sun Feb 16 14:59:59 +0000 2020,"When considering pop culture like memes we often think of them as an extra source of entertainment. However, we don… https://t.co/y8cn3ZA5b4",1,User1st,
Sun Feb 16 14:59:47 +0000 2020,"RT @PAHS_UHI: Over at PAHS, we're entering day 2 of #SSASC2020! Today's opening speaker, @CaraJones82, just delivered an insightful lecture…",3,ArchScot,SSASC2020
Sun Feb 16 14:59:43 +0000 2020,RT @DisabilityInsdr: Water activities for persons with disabilities at Florida sea resort #disability #Florida #beach #accessibility  https…,6,ASSISTECH_NEWS,disability Florida beach accessibility
Sun Feb 16 14:59:31 +0000 2020,"@MrMcEnaney I appreciate your looking specifically at geography/accessibility, but it's also startling that no area… https://t.co/a4ADPNy10I",0,DJ_Nicol,
Sun Feb 16 14:59:26 +0000 2020,RT @DisabilityInsdr: Water activities for persons with disabilities at Florida sea resort #disability #Florida #beach #accessibility  https…,6,DisabilityNewsA,disability Florida beach accessibility
Sun Feb 16 14:59:24 +0000 2020,"#Subtitled on @TalkingPicsTV tomorrow...
(Freeview: 81  Freesat: 306  Sky: 328  Virgin: 445)
""What a Whopper!"".
""Fl… https://t.co/xxeIyXmwf6",1,Page_888,Subtitled
Sun Feb 16 14:59:09 +0000 2020,@JamesRath Even moreso when considering that removing the barriers that are preventing accessibility is much more i… https://t.co/XK9PPElgT4,0,GertieTheDino,
Sun Feb 16 14:59:07 +0000 2020,RT @DisabilityInsdr: Water activities for persons with disabilities at Florida sea resort #disability #Florida #beach #accessibility  https…,6,disability_adv,disability Florida beach accessibility
Sun Feb 16 14:59:02 +0000 2020,@kendripofficial How so? The mod was made at the request of deaf players who would like the 1.9 sound accessibility ported to 1.8,0,Sk1er_,
Sun Feb 16 14:58:30 +0000 2020,#AI helps this chatbot make the world more accessible for visually impaired persons.  (Oxford University)… https://t.co/KX8t76DNki,1,jamesvgingerich,AI
Sun Feb 16 14:57:47 +0000 2020,"Hi CityNews! 
You'll keep covering the very important and continuing issue of structural accessibility challenges d… https://t.co/p0gPfzFVky",0,RenaRoussin,
Sun Feb 16 14:57:42 +0000 2020,RT @DisabilityInsdr: Water activities for persons with disabilities at Florida sea resort #disability #Florida #beach #accessibility  https…,6,tech_bility,disability Florida beach accessibility
Sun Feb 16 14:57:27 +0000 2020,RT @Omkar_Raii: The repurposing of existing drugs to treat new diseases by researchers from the School of Medical Science and Technology at…,160,GuruprasadK_,
Sun Feb 16 14:56:56 +0000 2020,RT @DisabilityInsdr: Water activities for persons with disabilities at Florida sea resort #disability #Florida #beach #accessibility  https…,6,Aqeel_Qureshi,disability Florida beach accessibility
Sun Feb 16 14:55:59 +0000 2020,"@dzmargu @BlondeHistorian @jieximi If we lived in a universally accessible society, that question wouldn’t be asked… https://t.co/vSJyBNoFOI",0,Aaron_Lee_Twitr,
Sun Feb 16 14:55:27 +0000 2020,"RT @TIME: As millions like and re-share a viral post, people with visual impairments often find themselves locked out of the discourse. 

E…",27,RaphaelaTweets,
Sun Feb 16 14:55:22 +0000 2020,"Love the CBC Broadcast with @RobinMazumder
about urban design and happy cities. Would love hear more about how thes… https://t.co/OLuoK33yEG",0,CurtisRobichaud,
Sun Feb 16 14:53:58 +0000 2020,RT @nassersiabi: Great conference in a great location #lakecomo #accessibility #ATinclassrooms,3,LurMoreno,lakecomo accessibility ATinclassrooms
Sun Feb 16 14:53:15 +0000 2020,There will always be people who try to shut you down when you communicate about accessibility.  They make support o… https://t.co/ZDtUlv9Yro,1,bebarce,
Sun Feb 16 14:52:53 +0000 2020,"RT @VOlDLESSNESS: accessibility isn't a privilege, it's a necessity, &amp; eugenics isn't a solution, it's erasure.",1,Mamqwathi_,
Sun Feb 16 14:52:35 +0000 2020,"RT @seojyans: the most content creators ask for in exchange for hours upon hours of research, worldbuilding, actual writing is respect. don…",15,choerrysundaes,
Sun Feb 16 14:51:26 +0000 2020,"RT @TIME: As millions like and re-share a viral post, people with visual impairments often find themselves locked out of the discourse. 

E…",27,ChrissyNantz,
Sun Feb 16 14:50:14 +0000 2020,"RT @TIME: As millions like and re-share a viral post, people with visual impairments often find themselves locked out of the discourse. 

E…",27,FrazerHoward73,
Sun Feb 16 14:49:52 +0000 2020,"Just passed 24k view on our YouTube  #accessibility video channel, and growing really fast!… https://t.co/ZakDSYR1Pr",0,AccessAdvisr,accessibility
Sun Feb 16 14:49:29 +0000 2020,"RT @Talen_Lee: Oh hey, so Ikea's naming convention is a dyslexia accessibility tool, and it wound up becoming a part of their branding that…",26,NekomimiScience,
Sun Feb 16 14:49:10 +0000 2020,"RT @schestowitz: #UBank has put its code, for #accessibility , in a #proprietarysoftware trap and then it calls this ""open"".
#github is not…",3,schestowitz,UBank accessibility proprietarysoftware github
Sun Feb 16 14:48:39 +0000 2020,"RT @TIME: As millions like and re-share a viral post, people with visual impairments often find themselves locked out of the discourse. 

E…",27,Alexa_Spieler,
Sun Feb 16 14:48:06 +0000 2020,"RT @TIME: As millions like and re-share a viral post, people with visual impairments often find themselves locked out of the discourse. 

E…",27,syadiyahadlina,
Sun Feb 16 14:47:19 +0000 2020,"RT @jordyn2493: hey @girlscouts I'd love to order cookies, but cannot select a shipping method using my screen reader. Please consider acce…",2,Gabriel_Musheen,
Sun Feb 16 14:47:12 +0000 2020,"RT @dboudreau: Looking for an introduction to Web Accessibility?

Get a strong foundation in digital #a11y to make your websites &amp; apps wor…",11,kattweb_au,a11y
Sun Feb 16 14:45:16 +0000 2020,RT @sammychli: @UBSportFitness'll be showcasing the accessibility of @unibirmingham's sports facilities at the Inclusive Fitness Festival.…,4,emmamckinney,
Sun Feb 16 14:45:13 +0000 2020,"@wyshynski @KeithOlbermann @Avalanche If these outdoor events are truly for the fans, they should be played at fan… https://t.co/ffucauNCoc",0,Dion_Sharma,
Sun Feb 16 14:44:34 +0000 2020,RT @JoyceWilliams_: Suspect they dont understand age very well.  Confuse it with disability and accessibility. When the big issues for most…,3,parsnip45,
Sun Feb 16 14:44:14 +0000 2020,"RT @TIME: As millions like and re-share a viral post, people with visual impairments often find themselves locked out of the discourse. 

E…",27,6Snf6,
Sun Feb 16 14:44:09 +0000 2020,"RT @TIME: As millions like and re-share a viral post, people with visual impairments often find themselves locked out of the discourse. 

E…",27,Renao8,
Sun Feb 16 14:44:06 +0000 2020,HassellInc: In this #Blog Jon Gooday shares his insights on what makes a quality #Accessibility audit.… https://t.co/lRIKWW8jPh,0,jonhassell,Blog Accessibility
Sun Feb 16 14:43:41 +0000 2020,"accessibility isn't a privilege, it's a necessity, &amp; eugenics isn't a solution, it's erasure. https://t.co/YbjHfV5qmQ",1,VOlDLESSNESS,
Sun Feb 16 14:42:59 +0000 2020,"RT @EasyChirp: Web Accessibility Training by @WebAIM, April 22-23, in beautiful Logan, Utah https://t.co/s5mnuWAY2O #web #a11y #training",2,weboverhauls,web a11y training
Sun Feb 16 14:41:50 +0000 2020,"RT @TIME: As millions like and re-share a viral post, people with visual impairments often find themselves locked out of the discourse. 

E…",27,springitsyou,
Sun Feb 16 14:41:19 +0000 2020,"RT @TIME: As millions like and re-share a viral post, people with visual impairments often find themselves locked out of the discourse. 

E…",27,carnadine_,
Sun Feb 16 14:40:57 +0000 2020,@AnnieGrayerCNN @BernieSanders 1/1 Sanders has the best options to fight against extreme capitalism that denigrates… https://t.co/VcgvbV92t7,0,marcoojn2,
Sun Feb 16 14:40:43 +0000 2020,"RT @TIME: As millions like and re-share a viral post, people with visual impairments often find themselves locked out of the discourse. 

E…",27,BreatheLove75,
Sun Feb 16 14:40:39 +0000 2020,"RT @tron_squad: How Blockchain And Cryptocurrencies Can Reduce Corruption 👍👍
# Fast And Easy Traceability
# Easily Accessibility of Informa…",60,Ghe_153,
Sun Feb 16 14:39:51 +0000 2020,@HECKSCAPER I think adventurous controller design is probably the thing I miss most about previous HW gens. there i… https://t.co/iST6kuQbe0,0,HeavyViper,
Sun Feb 16 14:39:41 +0000 2020,RT @JoyceWilliams_: Suspect they dont understand age very well.  Confuse it with disability and accessibility. When the big issues for most…,3,linniRsbooks,
Sun Feb 16 14:39:32 +0000 2020,There should be a twitch channel where government/ commercial services are mystery live-tested-webcasted and benchm… https://t.co/ct3tRQh6pU,0,jean_luc_jdog,
Sun Feb 16 14:39:23 +0000 2020,-In your settings you’ll also have the option to allow all verified accounts to comment or only the ones you follow… https://t.co/J8HM3TwhJb,0,ArtisticMKisses,
Sun Feb 16 14:39:11 +0000 2020,"RT @thulasindi: The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives or how we…",22,miszcanola,
Sun Feb 16 14:38:51 +0000 2020,"RT @TIME: As millions like and re-share a viral post, people with visual impairments often find themselves locked out of the discourse. 

E…",27,everdeen_ziva,
Sun Feb 16 14:38:46 +0000 2020,"RT @alittleotmark: See also: disabled people fighting for their rights to accessibility accommodations.

My husband is horrified that my re…",1,Bluebirdlouise,
Sun Feb 16 14:38:46 +0000 2020,Trying to use https://t.co/YwNM442Ed1 website on Mac with VoiceOver and having a nightmare. Is it poor… https://t.co/Jj6RPrtaXd,0,davidnason1,
Sun Feb 16 14:38:21 +0000 2020,"RT @TIME: As millions like and re-share a viral post, people with visual impairments often find themselves locked out of the discourse. 

E…",27,lynndebra06,
Sun Feb 16 14:38:20 +0000 2020,"RT @thulasindi: The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives or how we…",22,rachelirvine,
Sun Feb 16 14:38:12 +0000 2020,"RT @Talen_Lee: Oh hey, so Ikea's naming convention is a dyslexia accessibility tool, and it wound up becoming a part of their branding that…",26,MadokaMeowgica,
Sun Feb 16 14:37:44 +0000 2020,"@daniel_egan @CaitLamberton @mattwallaert And the first framework we were taught was the 4Ps: product, pricing, pro… https://t.co/Z5eY9cKePV",0,NeelaSaldanha,
Sun Feb 16 14:37:41 +0000 2020,"RT @TIME: As millions like and re-share a viral post, people with visual impairments often find themselves locked out of the discourse. 

E…",27,Daan78294945,
Sun Feb 16 14:37:34 +0000 2020,"RT @Talen_Lee: Oh hey, so Ikea's naming convention is a dyslexia accessibility tool, and it wound up becoming a part of their branding that…",26,hokazenoflames,
Sun Feb 16 14:36:53 +0000 2020,"RT @TIME: As millions like and re-share a viral post, people with visual impairments often find themselves locked out of the discourse. 

E…",27,PJColley,
Sun Feb 16 14:36:47 +0000 2020,"RT @TIME: As millions like and re-share a viral post, people with visual impairments often find themselves locked out of the discourse. 

E…",27,Nhucaaa,
Sun Feb 16 14:36:30 +0000 2020,"RT @thulasindi: The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives or how we…",22,K_CyberSecWrld,
Sun Feb 16 14:36:20 +0000 2020,"RT @TIME: As millions like and re-share a viral post, people with visual impairments often find themselves locked out of the discourse. 

E…",27,camillempalmer,
Sun Feb 16 14:36:15 +0000 2020,RT @Secretary_MoHUA: Green Urban Mobility is foreseen to be the 'new lighthouse’ in Indo-German Cooperation. Our teams are working closely…,6,leokiku,
Sun Feb 16 14:36:00 +0000 2020,"RT @A11yLondon: Friends - we have a challenge. In the week until Accessibility London 33 let's raise £2,000 for @SarahMarieDS who needs a c…",10,CJHolloway86,
Sun Feb 16 14:35:51 +0000 2020,"Brain operating system,
SRoll center up
Click 3rd 👁️ icon.
Setting&gt;accessibility&gt;privacy&gt;confide @ depth/deaths.

S… https://t.co/pP4DJ7vL5P",0,johndalyband,
Sun Feb 16 14:35:45 +0000 2020,RT @A11yAdvice: Add a link at the top of the page to allow people using a keyboard and/or a screen reader to skip over common elements on e…,5,A11yAlicia,
Sun Feb 16 14:35:32 +0000 2020,"@kenjackson42 @TravisThomas_1 @mikehworld @BenjaminSWatson Disagree, I see a lot of people chose the back of the pl… https://t.co/W408gW6SqT",0,CRob7,
Sun Feb 16 14:35:22 +0000 2020,"RT @seojyans: the most content creators ask for in exchange for hours upon hours of research, worldbuilding, actual writing is respect. don…",15,catharsystemic,
Sun Feb 16 14:35:03 +0000 2020,RT @NeilMilliken: Another truth from @mulegirl ‘s book Conversational Design “The last thing you want to do is make your customers guess at…,5,A11yAlicia,
Sun Feb 16 14:34:53 +0000 2020,"RT @TIME: As millions like and re-share a viral post, people with visual impairments often find themselves locked out of the discourse. 

E…",27,Mallorie6,
Sun Feb 16 14:34:44 +0000 2020,"@thew3cx @w3c_wai ""Introduction to Web Accessibility"" it was a great course! Thanx to all who was involved into cou… https://t.co/Q6423Hubn2",0,ArturBasak,
Sun Feb 16 14:34:41 +0000 2020,RT @randyboyd: Appreciative of all who attended the State of the University. I’m excited about this next decade. It WILL be the greatest de…,6,Nat_J_Campbell,
Sun Feb 16 14:33:27 +0000 2020,Suspect they dont understand age very well.  Confuse it with disability and accessibility. When the big issues for… https://t.co/0t2jEGHDia,3,JoyceWilliams_,
Sun Feb 16 14:33:09 +0000 2020,"Find a charity and donate to it 👍🏻

Type: Charity 💝

Participants: 1

Accessibility: 0.1/1 (zero being the most acc… https://t.co/sQ3hWtcpC9",0,TheBetterBot,
Sun Feb 16 14:33:08 +0000 2020,"RT @TIME: As millions like and re-share a viral post, people with visual impairments often find themselves locked out of the discourse. 

E…",27,mehndizzle,
Sun Feb 16 14:32:35 +0000 2020,"As millions like and re-share a viral post, people with visual impairments often find themselves locked out of the… https://t.co/QGJ5idDy1X",27,TIME,
Sun Feb 16 14:31:19 +0000 2020,"RT @StroudCourt: We don't need to fix people, we need to fix environments #Autism #Housing #Accessibility #UD #NHS #university https://t.co…",2,andrewmorrisuk,Autism Housing Accessibility UD NHS university
Sun Feb 16 14:30:39 +0000 2020,"RT @StroudCourt: We don't need to fix people, we need to fix environments #Autism #Housing #Accessibility #UD #NHS #university https://t.co…",2,grhluna24,Autism Housing Accessibility UD NHS university
Sun Feb 16 14:30:35 +0000 2020,"We don't need to fix people, we need to fix environments #Autism #Housing #Accessibility #UD #NHS #university https://t.co/SEPLbymWNl",2,StroudCourt,Autism Housing Accessibility UD NHS university
Sun Feb 16 14:29:40 +0000 2020,"@LWFamilySupport We don't need to fix people, we need to fix environments #Autism #Housing #Accessibility #UD #NHS #university",0,StroudCourt,Autism Housing Accessibility UD NHS university
Sun Feb 16 14:29:30 +0000 2020,#NAME?,0,anafimerav,
Sun Feb 16 14:29:09 +0000 2020,"RT @tron_squad: How Blockchain And Cryptocurrencies Can Reduce Corruption 👍👍
# Fast And Easy Traceability
# Easily Accessibility of Informa…",60,Adi_3007,
